date,open,high,low,close,volume,money
12/28/2009,97.68,97.68,97.67,97.68,750,73260
12/29/2009,97.67,97.75,97.66,97.75,1850,180837.5
12/30/2009,97.61,97.66,97.5,97.66,1650,161139
12/31/2009,97.75,97.75,97.68,97.68,3510,342856.8
1/4/2010,97.7,97.7,97.61,97.65,770,75190.5
1/5/2010,97.7,97.7,97.61,97.61,150,14641.5
1/6/2010,97.61,97.63,97.61,97.62,510,49786.2
1/7/2010,97.58,97.65,97.58,97.59,560,54650.4
1/8/2010,97.55,97.56,97.55,97.55,370,36093.5
1/11/2010,97.5,97.51,97.5,97.51,440,42904.4
1/12/2010,97.5,97.6,97.5,97.54,3010,293595.4
1/13/2010,97.63,97.63,97.48,97.5,360,35100
1/14/2010,97.51,97.64,97.51,97.59,290,28301.1
1/15/2010,97.59,97.6,97.58,97.59,480,46843.2
1/18/2010,97.65,97.65,97.58,97.58,490,47814.2
1/19/2010,97.52,97.61,97.52,97.61,600,58566
1/20/2010,97.53,97.6,97.53,97.6,1180,115168
1/21/2010,97.6,97.6,97.55,97.58,2180,212724.4
1/22/2010,97.74,97.74,97.55,97.63,3020,294842.6
1/25/2010,97.57,97.68,97.57,97.67,1380,134784.6
1/26/2010,97.61,97.7,97.58,97.69,2430,237386.7
1/27/2010,97.6,97.85,97.6,97.8,6290,615162
1/28/2010,97.77,97.87,97.77,97.8,870,85086
1/29/2010,97.86,97.86,97.72,97.82,940,91950.8
2/1/2010,97.69,98.12,97.69,98.11,2300,225653
2/2/2010,98.2,98.3,98.2,98.3,1490,146467
2/3/2010,98.22,98.41,98.17,98.41,6850,674108.5
2/4/2010,98.41,98.52,98.41,98.52,1580,155661.6
2/5/2010,98.87,99.02,98.87,99.02,2650,262403
2/8/2010,99.08,99.88,98.92,99.88,9180,916898.4
2/9/2010,99.8,99.8,99.61,99.63,1910,190293.3
2/10/2010,99.61,99.61,99.61,99.61,1280,127500.8
2/11/2010,99.47,99.61,99.46,99.61,670,66738.7
2/12/2010,99.38,99.59,99.32,99.59,350,34856.5
2/22/2010,99.19,99.19,99.15,99.17,1560,154705.2
2/23/2010,99.57,99.59,99.15,99.16,3780,374824.8
2/24/2010,99.17,99.32,99.16,99.17,2240,222140.8
2/25/2010,99.16,99.21,99.08,99.21,4710,467279.1
2/26/2010,99.28,99.34,99.28,99.34,710,70531.4
3/1/2010,99.3,99.32,99.3,99.3,810,80433
3/2/2010,99.3,99.93,99.3,99.93,9280,927350.4
3/3/2010,99.88,100.25,99.88,100,12940,1294000
3/4/2010,99.96,100,99.81,99.85,1160,115826
3/5/2010,99.81,99.9,99.8,99.9,290,28971
3/8/2010,99.8,99.93,99.8,99.93,140,13990.2
3/9/2010,99.78,99.98,99.78,99.84,70,6988.8
3/10/2010,99.83,99.83,99.83,99.83,50,4991.5
3/11/2010,99.78,99.78,99.78,99.78,30,2993.4
3/12/2010,99.72,99.72,99.16,99.56,2130,212062.8
3/15/2010,99.7,99.85,99.7,99.85,650,64902.5
3/16/2010,99.86,100,99.86,99.89,10080,1006891.2
3/17/2010,99.98,100.07,99.9,100.07,5760,576403.2
3/18/2010,100,100.12,100,100.12,1520,152182.4
3/19/2010,100.12,100.12,100.12,100.12,470,47056.4
3/22/2010,99.95,100.11,99.95,100.1,400,40040
3/23/2010,100.1,100.12,100.1,100.11,560,56061.6
3/25/2010,100.11,100.11,100.02,100.05,800,80040
3/26/2010,100.05,100.28,100.05,100.28,520,52145.6
3/29/2010,100.05,100.25,100.05,100.23,2240,224515.2
3/30/2010,100.05,100.15,100.05,100.15,230,23034.5
3/31/2010,99.24,100.14,99.24,100.14,960,96134.4
4/1/2010,99.84,100.2,99.84,100.2,2450,245490
4/6/2010,99.91,99.91,99.91,99.91,1040,103906.4
4/7/2010,99.17,100.06,99.17,99.62,530,52798.6
4/8/2010,99.64,99.65,99.64,99.65,320,31888
4/12/2010,99.75,99.96,99.75,99.96,40,3998.4
4/13/2010,99.5,99.55,99.5,99.51,350,34828.5
4/14/2010,99.79,99.85,99.79,99.8,3930,392214
4/15/2010,99.61,99.61,99.57,99.58,1280,127462.4
4/16/2010,100.22,100.22,100.22,100.22,30,3006.6
4/19/2010,99.45,100.1,99.45,99.65,670,66765.5
4/20/2010,99.65,99.66,99.64,99.64,1050,104622
4/21/2010,99.93,100,99.6,99.68,6040,602067.2
4/22/2010,99.68,100,99.68,100,330,33000
4/23/2010,100,100,100,100,50,5000
4/26/2010,99.8,100,99.8,100,160,16000
4/27/2010,100.14,101.16,100.01,100.17,4690,469797.3
4/28/2010,100.03,100.3,100.03,100.3,520,52156
4/29/2010,100.3,100.55,100.3,100.55,110,11060.5
4/30/2010,100.28,100.5,100.28,100.41,1280,128524.8
5/4/2010,100.13,100.13,100.13,100.13,20,2002.6
5/5/2010,100.11,100.11,100.11,100.11,20,2002.2
5/6/2010,99.66,100.2,99.66,100.2,160,16032
5/7/2010,100.2,100.9,100.11,100.8,15570,1569456
5/10/2010,100.79,100.99,100.79,100.81,8830,890152.3
5/11/2010,100.19,100.83,100.19,100.8,530,53424
5/12/2010,100.85,100.85,100.85,100.85,200,20170
5/13/2010,100.8,100.86,100.8,100.86,1100,110946
5/14/2010,100.94,100.97,100.94,100.97,300,30291
5/17/2010,100.97,101.18,100.81,101.01,3390,342423.9
5/18/2010,101.1,101.39,101.1,101.3,6840,692892
5/19/2010,101.33,101.4,101.3,101.4,2250,228150
5/20/2010,101.27,101.45,101.27,101.45,1450,147102.5
5/21/2010,101.48,101.99,101.18,101.7,1520,154584
5/24/2010,101.31,101.5,101.31,101.49,1270,128892.3
5/26/2010,101.26,101.26,101.26,101.26,20,2025.2
5/27/2010,101.31,101.31,101.26,101.26,540,54680.4
5/28/2010,101.4,101.45,101.4,101.45,980,99421
5/31/2010,101.32,101.33,101.31,101.32,210,21277.2
6/1/2010,101.3,101.67,101.3,101.3,8380,848894
6/2/2010,101.3,101.4,101.3,101.4,2680,271752
6/3/2010,101.4,101.4,101.4,101.4,140,14196
6/4/2010,101.39,101.39,101.38,101.38,150,15207
6/7/2010,100.88,101.58,100.88,101.58,1050,106659
6/8/2010,101.32,101.32,101.3,101.3,730,73949
6/9/2010,100.6,101.3,100.6,101.3,10050,1018065
6/10/2010,100.9,100.9,100.6,100.6,700,70420
6/11/2010,100.75,100.75,100.65,100.65,430,43279.5
6/17/2010,99.85,100.79,99.85,100.66,700,70462
6/21/2010,101.38,101.38,101.38,101.38,100,10138
6/22/2010,100.72,100.72,100.72,100.72,300,30216
6/24/2010,100.83,100.83,100.82,100.83,300,30249
6/25/2010,101.19,101.19,101.19,101.19,320,32380.8
6/29/2010,101.12,101.3,100.95,101.1,570,57627
6/30/2010,101.1,101.35,101.1,101.33,490,49651.7
7/2/2010,101.38,101.38,100.9,100.91,500,50455
7/7/2010,101.54,101.54,101.48,101.48,200,20296
7/8/2010,101.48,101.55,101.48,101.55,1050,106627.5
7/9/2010,101.55,101.6,101.55,101.6,2460,249936
7/12/2010,101.29,101.29,101.28,101.28,150,15192
7/14/2010,101.58,101.58,101.54,101.54,640,64985.6
7/15/2010,101.25,101.28,101.21,101.28,150,15192
7/16/2010,101.96,102.04,101.96,102.01,4060,414160.6
7/19/2010,101.98,101.98,101.98,101.98,50,5099
7/20/2010,101.65,101.65,101.65,101.65,200,20330
7/21/2010,101.73,101.73,101.73,101.73,100,10173
7/22/2010,101.35,101.35,101.35,101.35,120,12162
7/23/2010,101.36,101.75,101.36,101.75,600,61050
7/27/2010,101.88,101.88,101.36,101.36,160,16217.6
7/29/2010,101.4,101.4,101.15,101.16,310,31359.6
7/30/2010,101.83,101.83,101.69,101.69,100,10169
8/2/2010,101.67,101.68,101.66,101.67,510,51851.7
8/3/2010,101.66,101.9,101.66,101.9,5680,578792
8/4/2010,101.9,101.9,101.9,101.9,1190,121261
8/5/2010,101.9,101.99,101.9,101.99,1440,146865.6
8/6/2010,101.9,101.9,101.68,101.68,300,30504
8/9/2010,101.98,102.1,101.98,102.09,1200,122508
8/10/2010,101.8,101.8,101.8,101.8,230,23414
8/16/2010,101.32,102.16,101.32,102.16,340,34734.4
8/17/2010,102.08,102.09,102.08,102.08,120,12249.6
8/18/2010,102,102.08,102,102.08,500,51040
8/19/2010,101.25,102.1,101.25,102.05,1790,182669.5
8/20/2010,102.05,102.18,101.76,101.9,560,57064
8/23/2010,101.9,102.18,101.9,102.17,1150,117495.5
8/24/2010,102.18,102.18,102.18,102.18,480,49046.4
8/26/2010,102,102.1,101.91,102.1,2040,208284
8/27/2010,101.85,102,101.85,102,180,18360
8/30/2010,101.85,102,101.85,102,900,91800
9/2/2010,101.01,101.01,101.01,101.01,40,4040.4
9/3/2010,101.41,101.41,101.41,101.41,10,1014.1
9/6/2010,102.48,102.48,102.2,102.2,340,34748
9/7/2010,101.52,101.9,101.52,101.9,940,95786
9/10/2010,101.29,101.4,101.29,101.4,310,31434
9/13/2010,101.21,101.66,101.21,101.66,600,60996
9/15/2010,101.22,101.22,101.21,101.21,220,22266.2
9/16/2010,101.08,101.1,101.08,101.08,350,35378
9/17/2010,100.65,101.71,100.65,101.68,650,66092
9/20/2010,102.08,102.08,102.08,102.08,1990,203139.2
9/21/2010,101.9,102.1,101.38,101.39,3870,392379.3
9/27/2010,100.25,101.39,100.25,101.39,1140,115584.6
9/28/2010,101.39,101.99,101.39,101.99,4020,409999.8
9/29/2010,101.6,101.6,101.6,101.6,50,5080
10/8/2010,101.16,101.4,101.11,101.4,1060,107484
10/11/2010,101.48,101.48,101.48,101.48,100,10148
10/14/2010,102.78,102.78,101.5,101.85,210,21388.5
10/15/2010,101.41,101.41,101.4,101.4,500,50700
10/18/2010,101.05,102.74,101.01,101.08,1060,107144.8
10/19/2010,101.78,101.78,101.78,101.78,150,15267
10/20/2010,100.33,101.59,100.33,101.33,1390,140848.7
10/21/2010,101.37,101.37,101.37,101.37,20,2027.4
10/22/2010,101,101.28,100.6,101.27,240,24304.8
10/25/2010,100.72,101,100.72,101,690,69690
10/28/2010,100.99,100.99,100.98,100.98,50,5049
10/29/2010,100.98,100.98,100.98,100.98,60,6058.8
11/1/2010,100.5,100.5,100.4,100.4,1460,146584
11/2/2010,100.11,100.69,100.08,100.69,600,60414
11/3/2010,100.65,100.73,99.92,100.57,420,42239.4
11/4/2010,100.01,100.01,99.98,100,770,77000
11/5/2010,99.99,100,99.88,100,770,77000
11/8/2010,100,100,98.55,99.48,620,61677.6
11/9/2010,99,99.42,98.9,99.39,1700,168963
11/10/2010,99.1,99.43,99,99,580,57420
11/11/2010,98.99,99,98.99,98.99,300,29697
11/12/2010,98.35,98.5,97,97.01,6560,636385.6
11/15/2010,97.11,97.55,96,96.49,7300,704377
11/16/2010,96.5,97.36,95.7,97.35,20390,1984966.5
11/17/2010,99,99,97,97.19,8890,864019.1
11/18/2010,97.7,98.4,97.7,98.09,5490,538514.1
11/19/2010,98,98.89,97.01,98.52,970,95564.4
11/22/2010,98.54,98.6,98.54,98.6,4600,453560
11/23/2010,98.7,98.7,98.6,98.6,1160,114376
11/24/2010,97.05,98.1,97.04,97.21,5170,502575.7
11/25/2010,97.01,97.55,97.01,97.48,740,72135.2
11/26/2010,97.5,98.5,97.5,98.5,560,55160
11/29/2010,98.1,98.1,98.1,98.1,100,9810
11/30/2010,98.1,98.75,98.1,98.45,1170,115186.5
12/1/2010,98.45,98.5,98.01,98.2,180,17676
12/3/2010,99.15,99.15,98.82,98.94,640,63321.6
12/6/2010,98.51,98.51,98.5,98.5,550,54175
12/7/2010,98.5,98.5,98.5,98.5,250,24625
12/8/2010,98.5,98.5,98.5,98.5,360,35460
12/9/2010,98.2,98.5,98.2,98.5,150,14775
12/10/2010,98.2,98.2,98.2,98.2,100,9820
12/13/2010,98.8,98.8,98.79,98.79,150,14818.5
12/16/2010,98.21,98.98,98.21,98.48,180,17726.4
12/17/2010,99.05,99.05,99.05,99.05,30,2971.5
12/20/2010,99.34,99.34,97.77,97.94,470,46031.8
12/21/2010,97.75,98.78,97.75,98,700,68600
12/22/2010,97.51,97.71,97.51,97.71,150,14656.5
12/23/2010,97.53,97.71,97.53,97.57,1970,192212.9
12/24/2010,97.91,97.92,97.68,97.68,930,90842.4
12/27/2010,97.68,97.68,97.5,97.51,600,58506
12/28/2010,98.28,98.28,98.05,98.05,130,12746.5
12/30/2010,97.03,97.28,97,97.28,1290,125491.2
12/31/2010,97.3,97.3,97.28,97.28,370,35993.6
1/4/2011,97.28,97.28,97.1,97.1,1570,152447
1/5/2011,97.28,97.28,97.04,97.2,12530,1217916
1/6/2011,97.06,97.37,97.06,97.37,80,7789.6
1/7/2011,97.4,97.6,97.38,97.53,160,15604.8
1/10/2011,97.01,97.52,97.01,97.51,220,21452.2
1/11/2011,97.5,97.51,97.22,97.27,460,44744.2
1/12/2011,97.2,97.45,97.2,97.24,1580,153639.2
1/13/2011,96.65,97.27,96.65,97.06,220,21353.2
1/14/2011,97.18,97.18,97,97.01,1340,129993.4
1/17/2011,97.14,97.25,96.89,96.89,730,70729.7
1/18/2011,97.24,97.3,96.74,97.3,490,47677
1/19/2011,96.8,97,96.03,97,540,52380
1/21/2011,96.98,96.98,96.98,96.98,30,2909.4
1/24/2011,97.3,97.3,97,97.3,350,34055
1/26/2011,97.01,97.3,97.01,97.3,320,31136
1/27/2011,97,97.3,97,97.3,710,69083
1/28/2011,97.3,97.3,97.3,97.3,4460,433958
1/31/2011,97.29,97.3,96.82,97.3,5650,549745
2/1/2011,97.3,97.6,97.3,97.31,400,38924
2/9/2011,97.3,97.3,96.74,97.18,800,77744
2/10/2011,97.2,97.2,97.13,97.13,330,32052.9
2/11/2011,97.13,97.13,97,97,310,30070
2/14/2011,96.81,97.1,96.81,97.09,1400,135926
2/15/2011,98,98,97,97.1,1080,104868
2/16/2011,97.18,97.28,97.18,97.28,600,58368
2/17/2011,97.25,97.25,97.25,97.25,200,19450
2/18/2011,97.08,97.15,97.08,97.15,350,34002.5
2/21/2011,97.15,97.15,97.15,97.15,10,971.5
2/22/2011,97.1,97.1,97,97.09,880,85439.2
2/23/2011,97,97.2,97,97.19,150,14578.5
2/24/2011,97.01,97.01,97,97,700,67900
2/25/2011,97,97,97,97,200,19400
2/28/2011,97.09,97.09,97.09,97.09,1340,130100.6
3/1/2011,97.08,97.2,97,97.2,10750,1044900
3/2/2011,97.3,97.3,97.22,97.3,2560,249088
3/3/2011,97.4,97.4,97.3,97.3,490,47677
3/4/2011,97.3,97.3,97.3,97.3,200,19460
3/7/2011,97.3,97.4,97.3,97.4,500,48700
3/8/2011,97.3,97.4,97.3,97.4,550,53570
3/9/2011,97.4,97.4,97.3,97.4,3450,336030
3/10/2011,97.34,97.34,97.3,97.31,150,14596.5
3/11/2011,97.31,97.4,97.3,97.4,7400,720760
3/14/2011,97.31,97.31,97.31,97.31,60,5838.6
3/15/2011,97.49,97.5,97.49,97.5,840,81900
3/18/2011,98.48,98.5,98,98,640,62720
3/22/2011,98.48,98.5,97.99,97.99,850,83291.5
3/24/2011,98.5,99.3,98.5,99.3,280,27804
3/28/2011,97.73,99,97.73,99,450,44550
3/29/2011,98.05,98.07,98.05,98.07,340,33343.8
3/30/2011,98,98,98,98,1240,121520
3/31/2011,97.63,97.77,96.5,97.77,790,77238.3
4/6/2011,97.77,97.77,97.33,97.77,430,42041.1
4/7/2011,97.57,97.57,97.56,97.56,260,25365.6
4/8/2011,98.26,98.26,97.6,98,640,62720
4/11/2011,98.09,98.1,98.09,98.1,690,67689
4/12/2011,98.35,98.35,98.35,98.35,20,1967
4/13/2011,98.18,98.18,98.18,98.18,60,5890.8
4/14/2011,98.16,98.16,97.79,97.85,2270,222119.5
4/15/2011,97.85,98.08,97.8,98.08,2070,203025.6
4/18/2011,98.4,98.4,97.38,98.07,850,83359.5
4/19/2011,98.07,98.07,97.88,98.07,420,41189.4
4/20/2011,98.15,98.24,98.1,98.1,370,36297
4/21/2011,97.96,98.18,97.96,98.18,90,8836.2
4/22/2011,98.2,98.2,98.19,98.19,400,39276
4/25/2011,97.96,98.18,97.96,98.15,370,36315.5
4/26/2011,97.96,98.12,97.89,97.9,1910,186989
4/27/2011,97.9,97.9,97.9,97.9,8350,817465
4/28/2011,97.86,97.91,97.8,97.91,1060,103784.6
4/29/2011,97.91,98,97.91,98,300,29400
5/3/2011,97.8,97.98,97.8,97.98,1800,176364
5/4/2011,97.42,97.95,97.42,97.9,530,51887
5/5/2011,97.89,97.89,97.89,97.89,500,48945
5/6/2011,97.89,98,97.89,97.96,990,96980.4
5/9/2011,98.16,98.2,98.16,98.19,480,47131.2
5/10/2011,98,98.2,97.81,98.18,2250,220905
5/11/2011,98,98.15,98,98.1,13790,1352799
5/12/2011,98.1,98.2,98.1,98.19,19420,1906849.8
5/13/2011,98.12,98.28,98.11,98.27,530,52083.1
5/16/2011,98.1,98.1,98.03,98.1,1400,137340
5/17/2011,98,98.1,98,98.09,3160,309964.4
5/18/2011,98.1,98.1,98,98.1,2250,220725
5/19/2011,98.19,98.19,98.1,98.17,590,57920.3
5/20/2011,98.05,98.05,98,98,290,28420
5/23/2011,97.24,98.1,97.24,98,920,90160
5/24/2011,98,98,97.99,97.99,250,24497.5
5/25/2011,97.84,97.84,97.84,97.84,100,9784
5/26/2011,97.85,97.87,97.85,97.85,730,71430.5
5/27/2011,98.1,98.1,97.81,97.99,610,59773.9
5/30/2011,97.9,97.9,97.85,97.85,1010,98828.5
5/31/2011,98.89,98.9,97.85,98.11,540,52979.4
6/1/2011,97.85,97.85,97.85,97.85,630,61645.5
6/2/2011,97.84,97.84,97.75,97.76,1070,104603.2
6/3/2011,97.74,97.99,97.52,97.63,1810,176710.3
6/7/2011,97.9,97.9,97.9,97.9,20,1958
6/9/2011,97.96,98.08,97.75,97.75,2910,284452.5
6/10/2011,97.55,97.55,97.53,97.53,1000,97530
6/13/2011,97.97,97.98,97.86,97.89,1890,185012.1
6/14/2011,97.99,98,97.9,97.99,860,84271.4
6/16/2011,97.9,97.9,97.9,97.9,70,6853
6/17/2011,97.45,97.88,97.45,97.88,210,20554.8
6/20/2011,96.7,96.8,96.7,96.8,90,8712
6/21/2011,96.74,97.33,96.73,97.33,400,38932
6/22/2011,97.69,97.69,97.18,97.18,380,36928.4
6/23/2011,96.81,97,96.8,96.8,2160,209088
6/24/2011,97.34,97.34,96.8,97.27,190,18481.3
6/27/2011,97.27,97.27,96.81,97.27,340,33071.8
6/28/2011,97.27,97.27,97.01,97.01,70,6790.7
6/29/2011,97,97,97,97,580,56260
6/30/2011,97.23,97.27,97.22,97.27,2900,282083
7/1/2011,97.02,97.02,97.02,97.02,80,7761.6
7/4/2011,96.84,97.27,96.8,97.2,1700,165240
7/6/2011,97.81,97.81,96.86,97.34,200,19468
7/7/2011,96.81,96.81,95.8,96.46,7240,698370.4
7/8/2011,96.5,96.51,96.5,96.51,470,45359.7
7/11/2011,96.88,96.97,96.7,96.7,980,94766
7/12/2011,96.5,96.91,96.41,96.41,1580,152327.8
7/15/2011,96.81,96.81,96.81,96.81,30,2904.3
7/18/2011,96.8,97.48,96.8,97,3680,356960
7/19/2011,96.42,97.4,96.42,97,450,43650
7/21/2011,96.56,96.6,96.56,96.6,40,3864
7/22/2011,96.55,96.55,96.54,96.55,140,13517
7/25/2011,96.54,96.54,96.4,96.4,570,54948
7/26/2011,96.98,97.04,96.98,97,50,4850
7/27/2011,96.5,96.5,96.5,96.5,100,9650
7/28/2011,96.42,96.42,96.42,96.42,50,4821
7/29/2011,96.45,96.45,96.45,96.45,50,4822.5
8/1/2011,96.78,96.78,96.76,96.77,190,18386.3
8/2/2011,96.78,96.78,96.46,96.48,220,21225.6
8/3/2011,96.5,96.5,96.5,96.5,120,11580
8/4/2011,96.45,96.45,96.41,96.41,300,28923
8/5/2011,97.15,97.15,96.96,96.96,130,12604.8
8/8/2011,96.4,96.86,96.4,96.41,1780,171609.8
8/9/2011,96.38,96.98,96.38,96.98,3400,329732
8/10/2011,96.54,97.43,96.54,97.43,420,40920.6
8/11/2011,96.8,97.1,96.8,97.1,340,33014
8/12/2011,96.55,97.48,96.55,97.25,160,15560
8/15/2011,96.82,97.45,96.81,97.29,1280,124531.2
8/17/2011,96.61,96.61,96.6,96.61,100,9661
8/18/2011,96.89,96.96,96.89,96.96,120,11635.2
8/19/2011,97.06,97.06,96.81,96.81,500,48405
8/22/2011,96.71,96.73,96.7,96.73,140,13542.2
8/23/2011,97.29,97.29,97,97,340,32980
8/25/2011,97.01,97.05,96.82,97.05,900,87345
8/26/2011,97,97.05,97,97.05,4520,438666
8/29/2011,96.8,97.04,96.8,97,230,22310
8/31/2011,96.98,97,96.98,97,200,19400
9/1/2011,96.43,96.94,96.43,96.94,850,82399
9/2/2011,96.63,96.63,96.62,96.63,100,9663
9/6/2011,96.74,96.75,96.74,96.75,60,5805
9/7/2011,96.41,96.75,96.4,96.75,150,14512.5
9/8/2011,96.75,96.82,96.75,96.82,200,19364
9/9/2011,96.55,96.83,96.55,96.6,500,48300
9/13/2011,97,97,96.56,96.61,1160,112067.6
9/14/2011,97.09,97.09,97,97,570,55290
9/15/2011,97.05,97.08,96.85,96.85,260,25181
9/16/2011,97.17,97.3,97.17,97.25,1800,175050
9/19/2011,97.15,97.15,96.81,96.83,160,15492.8
9/20/2011,96.86,96.86,96.86,96.86,100,9686
9/22/2011,96.84,97.05,96.82,96.85,430,41645.5
9/23/2011,96.86,97.17,96.86,97.15,120,11658
9/26/2011,96.9,97.36,96.9,97.35,3820,371877
9/27/2011,97.11,97.38,97.11,97.14,210,20399.4
9/28/2011,97.2,97.2,97.2,97.2,1000,97200
9/29/2011,97,97.61,97,97.5,2440,237900
9/30/2011,97.98,98.05,97.52,98.05,2480,243164
10/10/2011,97.23,100.1,97.22,99.94,4900,489706
10/11/2011,99.63,99.9,98.68,99,4770,472230
10/12/2011,99,99,98.72,98.72,1520,150054.4
10/13/2011,98.41,98.89,98.41,98.88,80,7910.4
10/14/2011,99.5,99.5,98.7,98.72,540,53308.8
10/17/2011,98.99,98.99,98.29,98.79,330,32600.7
10/18/2011,98.52,98.52,98.5,98.51,160,15761.6
10/19/2011,98.98,99,98.98,99,380,37620
10/20/2011,98.99,99.45,98.54,98.72,2480,244825.6
10/21/2011,99.11,99.27,98.74,99,3110,307890
10/24/2011,99,99.18,99,99.1,1900,188290
10/25/2011,99.02,99.02,98.57,98.64,890,87789.6
10/26/2011,98.57,98.57,98.52,98.54,250,24635
10/27/2011,98.48,98.48,98.48,98.48,190,18711.2
10/31/2011,98.42,98.56,98.16,98.41,34120,3357749.2
11/1/2011,98.42,98.56,98.4,98.56,15240,1502054.4
11/2/2011,98.52,98.86,98.52,98.58,1440,141955.2
11/3/2011,98.86,98.98,98.58,98.98,15500,1534190
11/4/2011,99,99.19,99,99.19,4590,455282.1
11/7/2011,99.31,99.31,99.06,99.24,560,55574.4
11/8/2011,99.08,99.29,99.08,99.29,370,36737.3
11/9/2011,99.2,99.25,99.2,99.25,12730,1263452.5
11/10/2011,99.06,99.15,99.06,99.1,400,39640
11/11/2011,99.2,100,99.2,99.6,7630,759948
11/15/2011,99.18,99.55,99.18,99.55,1130,112491.5
11/16/2011,99.55,99.55,98.74,99.5,1220,121390
11/17/2011,99.01,99.1,98.2,98.97,11600,1148052
11/18/2011,98.96,98.96,98.74,98.76,1240,122462.4
11/21/2011,97.96,98.91,97.96,98.9,1590,157251
11/22/2011,98.99,98.99,98.5,98.52,4690,462058.8
11/23/2011,98.69,98.9,98.69,98.89,400,39556
11/24/2011,98.71,99.06,98.67,99.05,1290,127774.5
11/25/2011,99.72,99.72,98.87,99.29,1440,142977.6
11/28/2011,98.55,99.27,98.54,99.15,1270,125920.5
11/29/2011,99.32,99.67,99.3,99.32,1100,109252
11/30/2011,99.35,99.5,99.35,99.5,620,61690
12/1/2011,99.34,99.88,99.34,99.87,1270,126834.9
12/2/2011,99.61,100.1,99.61,100.06,10120,1012607.2
12/5/2011,100.12,100.35,100.12,100.35,2820,282987
12/6/2011,100.25,100.25,99.91,99.92,860,85931.2
12/7/2011,99.94,100.24,99.93,99.93,1250,124912.5
12/8/2011,99.93,100.14,99.73,100.14,160,16022.4
12/9/2011,100.24,100.24,99.94,99.94,660,65960.4
12/12/2011,99.94,100.25,99.94,100.25,1510,151377.5
12/13/2011,100.01,100.01,100.01,100.01,360,36003.6
12/14/2011,100.15,100.2,100,100.2,12460,1248492
12/15/2011,100.1,100.35,100.1,100.2,1870,187374
12/16/2011,100.25,100.25,100.2,100.2,1950,195390
12/19/2011,99.99,100,99.99,100,2580,258000
12/20/2011,99.56,100,99.56,100,420,42000
12/21/2011,100,100,100,100,910,91000
12/22/2011,100.02,100.15,100.02,100.15,760,76114
12/23/2011,100.15,100.34,100.15,100.33,1360,136448.8
12/27/2011,100.3,100.33,100.05,100.33,890,89293.7
12/28/2011,100.36,100.87,100.02,100.04,1480,148059.2
12/29/2011,100.33,100.33,100.33,100.33,1110,111366.3
1/4/2012,100.33,100.33,100.12,100.12,1100,110132
1/5/2012,100.3,100.3,100.3,100.3,230,23069
1/6/2012,100.33,100.42,100.16,100.42,1340,134562.8
1/9/2012,100.38,100.42,100.38,100.42,230,23096.6
1/10/2012,100.64,100.64,100.28,100.61,1620,162988.2
1/11/2012,100.12,100.6,100,100,1830,183000
1/12/2012,100.28,100.28,100,100.15,14990,1501248.5
1/13/2012,100.06,100.08,100.06,100.08,120,12009.6
1/16/2012,100.53,100.53,100.43,100.43,220,22094.6
1/17/2012,100.16,100.16,100.15,100.16,100,10016
1/18/2012,100.4,100.4,100.4,100.4,100,10040
1/19/2012,100.2,100.36,100.12,100.2,1260,126252
1/20/2012,100.53,100.55,100.23,100.5,920,92460
1/31/2012,100.49,100.5,100.49,100.5,100,10050
2/1/2012,100.13,100.29,100.11,100.23,520,52119.6
2/2/2012,100.42,100.42,100.42,100.42,100,10042
2/6/2012,100.41,100.42,100.04,100.2,800,80160
2/7/2012,100.11,100.11,100.05,100.06,240,24014.4
2/8/2012,100.1,100.1,100.1,100.1,350,35035
2/9/2012,99.62,99.99,99.62,99.99,100,9999
2/14/2012,100.1,100.1,99.95,99.95,300,29985
2/15/2012,99.71,100.09,99.71,100.09,70,7006.3
2/16/2012,99.8,100.04,99.8,100.04,160,16006.4
2/17/2012,100,100.1,100,100,4730,473000
2/20/2012,100,100.02,100,100,3540,354000
2/21/2012,100,100,100,100,440,44000
2/22/2012,100.08,100.08,99.64,99.7,1310,130607
2/23/2012,99.77,99.81,99.64,99.81,1780,177661.8
2/24/2012,99.9,99.92,99.77,99.92,280,27977.6
2/27/2012,99.87,100,99.87,100,2390,239000
2/28/2012,99.83,99.9,99.83,99.9,150,14985
2/29/2012,99.88,99.92,99.88,99.92,1050,104916
3/1/2012,99.48,99.93,99.24,99.66,2710,270078.6
3/2/2012,99.77,99.84,99.62,99.84,2090,208665.6
3/5/2012,99.61,99.8,99.6,99.73,800,79784
3/6/2012,99.75,99.86,99.75,99.86,1560,155781.6
3/7/2012,99.85,99.96,99.85,99.9,530,52947
3/8/2012,99.92,99.94,99.85,99.89,2140,213764.6
3/9/2012,99.88,99.88,99.78,99.88,8620,860965.6
3/12/2012,99.95,99.95,99.95,99.95,50,4997.5
3/13/2012,99.97,99.98,99.97,99.98,100,9998
3/14/2012,99.95,99.98,99.95,99.98,1560,155968.8
3/15/2012,99.97,99.98,99.95,99.98,3960,395920.8
3/16/2012,99.98,99.98,99.78,99.8,4020,401196
3/19/2012,99.9,99.97,99.9,99.97,320,31990.4
3/20/2012,99.81,99.97,99.81,99.97,3250,324902.5
3/21/2012,99.88,99.96,99.84,99.96,240,23990.4
3/22/2012,99.99,100,99.99,100,15700,1570000
3/23/2012,100,100,99.81,99.81,9340,932225.4
