,bond_id,cfets,broker,cfets-mean,cfets-std,cfets-z-score-c,cfets-z-score,broker-z-score,cfets-p,broker-p,cfets-p-z,broker-p-z,Vol,cfets-zs-grp,broker-zs-grp,cfets-p-z-grp,broker-p-z-grp,Vol-z-grp
90,200017.IB,509800000.0,3,2100958705.8823528,12850756116.523327,-0.12381829453882971,-0.12406179191175971,-0.1958851349256578,50,50,49.87593820808824,49.80411486507434,49.84002653658129,0.5387229765915456,-0.6051012334194168,50.538722976591544,49.39489876658058,49.96681087158606
91,229945.IB,950000000.0,39,2100958705.8823528,12850756116.523327,-0.08956350081241257,-0.08973963372749966,-0.013988964723600473,50,70,49.9102603662725,69.9860110352764,59.94813570077446,1.9904567760200447,0.44940472525173164,51.99045677602005,70.44940472525172,61.21993075063588
92,200305.IB,571000000.0,22,2100958705.8823528,12850756116.523327,-0.11905592885037736,-0.11929006069668312,-0.09988437843012754,50,50,49.880709939303316,49.900115621569874,49.89041278043659,0.740554209042759,2.2217521935853037,50.740554209042756,52.2217521935853,51.48115320131403
93,190006.IB,1435700000.0,6,2100958705.8823528,12850756116.523327,-0.0517680593927833,-0.05186986491765162,-0.180727120742153,70,50,69.94813013508235,49.819272879257845,59.8837015071701,-0.2725307433978807,-0.158755955471303,69.72746925660212,49.8412440445287,59.784356650565414
94,210312.IB,770000000.0,17,2100958705.8823528,12850756116.523327,-0.1035704587196254,-0.10377413730125433,-0.1251477354026355,50,50,49.89622586269875,49.874852264597365,49.885539063648054,1.3968355041047111,1.4778433970051141,51.396835504104715,51.47784339700512,51.437339450554916
95,160205.IB,173000000.0,12,2100958705.8823528,12850756116.523327,-0.15002686911188126,-0.15032190748754068,-0.15041109237514347,50,50,49.84967809251246,49.849588907624856,49.84963350006866,-0.5720083810811454,0.7339346004249246,49.42799161891885,50.733934600424924,50.080963109671885
96,220020.IB,2530000000.0,24,2100958705.8823528,12850756116.523327,0.0333864630397889,0.03345211986434695,-0.08977903564112436,85,50,85.03345211986435,49.91022096435888,67.47183654211162,-1.1149467171644332,2.51931571221738,83.88505328283557,52.51931571221738,68.20218449752647
97,200404.IB,957000000.0,11,2100958705.8823528,12850756116.523327,-0.08901878578268763,-0.0891938474774092,-0.15546376376964505,50,50,49.91080615252259,49.844536236230354,49.877671194376475,2.013542047705641,0.5851528411088867,52.01354204770564,50.585152841108886,51.29934744440726
98,200220.IB,311010000.0,0,2100958705.8823528,12850756116.523327,-0.13928742321868992,-0.1395613417196858,-0.21104314910916255,50,50,49.860438658280316,49.788956850890834,49.82469775458557,-0.11686576031983872,-1.0514465113675306,49.88313423968016,48.94855348863247,49.415843864156315
99,150218.IB,880000000.0,29,2100958705.8823528,12850756116.523327,-0.095010651109662,-0.09519749622840426,-0.06451567866861639,50,70,49.9048025037716,69.93548432133139,59.9201434125515,1.7596040591640818,-0.8921019172907503,51.75960405916408,69.10789808270926,60.433751070936665
