,bond_id,cfets,broker,cfets-mean,cfets-std,cfets-z-score-c,cfets-z-score,broker-z-score,cfets-p,broker-p,cfets-p-z,broker-p-z,Vol,cfets-zs-grp,broker-zs-grp,cfets-p-z-grp,broker-p-z-grp,Vol-z-grp
100,220011.IB,215880000.0,13,2100958705.8823528,12850756116.523327,-0.1466901004726519,-0.14697857685841512,-0.14535842098064186,50,50,49.853021423141584,49.85464157901936,49.85383150108047,-0.43059460252709253,0.8827163597409625,49.569405397472906,50.88271635974096,50.22606087860693
101,190205.IB,1460000000.0,31,2100958705.8823528,12850756116.523327,-0.04987712007530957,-0.04997520693519474,-0.054410335879613206,70,70,69.9500247930648,69.94558966412039,69.9478072285926,-0.1804469462258016,-0.6238005887822539,69.8195530537742,69.37619941121774,69.59787623249596
102,220408.IB,1280000000.0,42,2100958705.8823528,12850756116.523327,-0.0638840779825224,-0.06400971050894942,0.0011690494599043038,70,70,69.93599028949104,70.0011690494599,69.96857966947547,-0.8625491475004617,0.8518567180144763,69.13745085249954,70.85185671801447,69.99465378525701
103,092218004.IB,260000000.0,12,2100958705.8823528,12850756116.523327,-0.1432568394567284,-0.14353856409355925,-0.15041109237514347,50,50,49.85646143590644,49.849588907624856,49.85302517176565,-0.28509143298873413,0.7339346004249246,49.714908567011264,50.733934600424924,50.2244215837181
104,210213.IB,1480000000.0,12,2100958705.8823528,12850756116.523327,-0.04832079141895258,-0.048415817649222,-0.15041109237514347,70,50,69.95158418235077,49.849588907624856,59.90058654498782,-0.10465781275083935,0.7339346004249246,69.89534218724916,50.733934600424924,60.31463839383704
105,210402.IB,740000000.0,39,2100958705.8823528,12850756116.523327,-0.10590495170416087,-0.10611322123021345,-0.013988964723600473,50,70,49.89388677876978,69.9860110352764,59.939948907023094,1.2978986254521556,0.44940472525173164,51.297898625452156,70.44940472525172,60.87365167535194
106,200307.IB,343500000.0,7,2100958705.8823528,12850756116.523327,-0.136759167316438,-0.13702811382462304,-0.17567444934765142,50,50,49.86297188617538,49.82432555065235,49.84364871841386,-0.009717120739121003,-0.00997419615526507,49.99028287926088,49.99002580384474,49.99015434155281
107,200204.IB,320000000.0,8,2100958705.8823528,12850756116.523327,-0.13858785348765745,-0.13886039623564103,-0.1706217779531498,50,50,49.86113960376436,49.82937822204685,49.84525891290561,-0.08721767568362289,0.13880756316077286,49.912782324316375,50.138807563160775,50.025794943738575
108,180322.IB,220000000.0,0,2100958705.8823528,12850756116.523327,-0.14636949676944236,-0.14665734266550473,-0.21104314910916255,50,50,49.853342657334494,49.788956850890834,49.82114975411267,-0.4170072711921416,-1.0514465113675306,49.58299272880786,48.94855348863247,49.26577310872017
109,210007.IB,792500000.0,18,2100958705.8823528,12850756116.523327,-0.1018195889812238,-0.10201982435453501,-0.1200950640081339,50,50,49.897980175645465,49.87990493599187,49.888942555818666,1.4710381630941278,1.626625156321152,51.47103816309413,51.626625156321154,51.548831659707645
110,200303.IB,1250000000.0,33,2100958705.8823528,12850756116.523327,-0.06621857096705787,-0.06634879443790853,-0.04430499309061003,70,70,69.93365120556209,69.9556950069094,69.94467310623574,-0.9762328477129051,-0.3554992602737575,69.02376715228709,69.64450073972624,69.33413394600666
111,220306.IB,400000000.0,23,2100958705.8823528,12850756116.523327,-0.13236253886222954,-0.13262283909175007,-0.09483170703562595,50,50,49.86737716090825,49.905168292964376,49.88627272693631,0.17661400072319206,2.370533952901342,50.17661400072319,52.37053395290134,51.273573976812266
112,220310.IB,220000000.0,6,2100958705.8823528,12850756116.523327,-0.14636949676944236,-0.14665734266550473,-0.180727120742153,50,50,49.853342657334494,49.819272879257845,49.836307768296166,-0.4170072711921416,-0.158755955471303,49.58299272880786,49.8412440445287,49.71211838666828
113,170210.IB,350000000.0,7,2100958705.8823528,12850756116.523327,-0.136253360503122,-0.1365213123066819,-0.17567444934765142,50,50,49.863478687693316,49.82432555065235,49.84390211917283,0.011719202968932712,-0.00997419615526507,50.01171920296893,49.99002580384474,50.00087250340684
114,220207.IB,680000000.0,26,2100958705.8823528,12850756116.523327,-0.11057393767323181,-0.11079138908813167,-0.07967369285212117,50,70,49.889208610911865,69.92032630714787,59.90476745902987,1.1000248681470444,-1.2945539100534948,51.100024868147045,68.7054460899465,59.902735479046775
115,220303.IB,700000000.0,12,2100958705.8823528,12850756116.523327,-0.10901760901687484,-0.10923199980215893,-0.15041109237514347,50,50,49.89076800019784,49.849588907624856,49.87017845391135,1.165982787248748,0.7339346004249246,51.16598278724875,50.733934600424924,50.949958693836834
116,180024.IB,511000000.0,6,2100958705.8823528,12850756116.523327,-0.12372491481944829,-0.12396822855460134,-0.180727120742153,50,50,49.8760317714454,49.819272879257845,49.84765232535162,0.5426804517376478,-0.158755955471303,50.542680451737645,49.8412440445287,50.19196224813317
117,160207.IB,660000000.0,27,2100958705.8823528,12850756116.523327,-0.11213026632958879,-0.11235077837410441,-0.07462102145761958,50,70,49.88764922162589,69.92537897854238,59.90651410008414,1.0340669490453407,-1.1604032457992466,51.03406694904534,68.83959675420076,59.93683185162305
118,200013.IB,5012670000.0,11,2100958705.8823528,12850756116.523327,0.22657898630367815,0.2270245697946443,-0.15546376376964505,85,50,85.22702456979465,49.844536236230354,67.5357804030125,1.4674681118124933,0.5851528411088867,86.4674681118125,50.585152841108886,68.5263104764607
119,190210.IB,370000000.0,5,2100958705.8823528,12850756116.523327,-0.13469703184676501,-0.13496192302070917,-0.1857797921366546,50,50,49.86503807697929,49.81422020786334,49.839629142421316,0.07767712207063646,-0.30753771478734093,50.07767712207064,49.692462285212656,49.88506970364165
120,200009.IB,4150000000.0,8,2100958705.8823528,12850756116.523327,0.15944908420470433,0.15976265202813905,-0.1706217779531498,85,50,85.15976265202814,49.82937822204685,67.4945704370375,0.5701391069453441,0.13880756316077286,85.57013910694535,50.138807563160775,67.85447333505306
121,210305.IB,303100000.0,24,2100958705.8823528,12850756116.523327,-0.1399029512022791,-0.140178080182288,-0.08977903564112436,50,50,49.85982191981771,49.91022096435888,49.885021442088295,-0.14295211732456256,2.51931571221738,49.85704788267544,52.51931571221738,51.188181797446404
122,220214.IB,690000000.0,9,2100958705.8823528,12850756116.523327,-0.10979577334505332,-0.1100116944451453,-0.16556910655864823,50,50,49.88998830555485,49.83443089344135,49.8622095994981,1.1330038276978962,0.2875893224768108,51.1330038276979,50.28758932247681,50.710296575087355
123,210008.IB,1360000000.0,3,2100958705.8823528,12850756116.523327,-0.05765876335709447,-0.05777215336505845,-0.1958851349256578,70,50,69.94222784663494,49.80411486507434,59.87317135585464,-0.5593926136006128,-0.6051012334194168,69.44060738639939,49.39489876658058,59.41775307648999
124,200407.IB,1080000000.0,26,2100958705.8823528,12850756116.523327,-0.0794473645460922,-0.07960360336867683,-0.07967369285212117,50,70,49.920396396631325,69.92032630714787,59.920361351889596,2.419183250181119,-1.2945539100534948,52.41918325018112,68.7054460899465,60.56231467006381
125,239903.IB,160000000.0,23,2100958705.8823528,12850756116.523327,-0.1510384827385133,-0.15133551052342295,-0.09483170703562595,50,50,49.848664489476576,49.905168292964376,49.876916391220476,-0.6148810284972528,2.370533952901342,49.38511897150275,52.37053395290134,50.877826462202044
126,210322.IB,520000000.0,23,2100958705.8823528,12850756116.523327,-0.12302456692408766,-0.1232665033759136,-0.09483170703562595,50,50,49.876733496624084,49.905168292964376,49.89095089479423,0.5723615153334145,2.370533952901342,50.57236151533341,52.37053395290134,51.471447734117376
127,220002.IB,260100000.0,15,2100958705.8823528,12850756116.523327,-0.14324905781344663,-0.1435307671471294,-0.13525307819163868,50,50,49.856469232852874,49.86474692180836,49.86060807733062,-0.28476164339322557,1.1802798783730384,49.715238356606775,51.180279878373035,50.44775911748991
128,170005.IB,80000000.0,7,2100958705.8823528,12850756116.523327,-0.15726379736394122,-0.15757306766731394,-0.17567444934765142,50,50,49.842426932332685,49.82432555065235,49.833376241492516,-0.8787127049040677,-0.00997419615526507,49.12128729509593,49.99002580384474,49.555656549470335
129,220009.IB,93000000.0,0,2100958705.8823528,12850756116.523327,-0.1562521837373092,-0.15655946463143164,-0.21104314910916255,50,50,49.84344053536857,49.788956850890834,49.81619869312971,-0.8358400574879603,-1.0514465113675306,49.16415994251204,48.94855348863247,49.05635671557226
130,160408.IB,180000000.0,5,2100958705.8823528,12850756116.523327,-0.14948215408215632,-0.1497761212374502,-0.1857797921366546,50,50,49.85022387876255,49.81422020786334,49.832222043312946,-0.5489231093955491,-0.30753771478734093,49.45107689060445,49.692462285212656,49.57176958790855
131,210017.IB,428150000.0,7,2100958705.8823528,12850756116.523327,-0.13017200627840708,-0.13042799867174343,-0.17567444934765142,50,50,49.86957200132826,49.82432555065235,49.8469487759903,0.26944977185884006,-0.00997419615526507,50.26944977185884,49.99002580384474,50.12973778785179
132,229968.IB,690000000.0,4,2100958705.8823528,12850756116.523327,-0.10979577334505332,-0.1100116944451453,-0.19083246353115618,50,50,49.88998830555485,49.80916753646884,49.84957792101184,1.1330038276978962,-0.45631947410337886,51.1330038276979,49.54368052589662,50.338342176797255
133,200208.IB,440000000.0,22,2100958705.8823528,12850756116.523327,-0.12924988154951558,-0.12950406051980456,-0.09988437843012754,50,50,49.87049593948019,49.900115621569874,49.88530578052503,0.3085298389265995,2.2217521935853037,50.3085298389266,52.2217521935853,51.26514101625595
134,150308.IB,2750000000.0,17,2100958705.8823528,12850756116.523327,0.05050607825971568,0.05060540201004711,-0.1251477354026355,85,50,85.05060540201005,49.874852264597365,67.46272883330371,-0.8861079015445869,1.4778433970051141,84.11389209845541,51.47784339700512,67.79586774773026
135,160418.IB,210000000.0,15,2100958705.8823528,12850756116.523327,-0.14714766109762087,-0.14743703730849111,-0.13525307819163868,50,50,49.85256296269151,49.86474692180836,49.858654942249935,-0.44998623074299343,1.1802798783730384,49.550013769257006,51.180279878373035,50.365146823815024
136,160405.IB,210000000.0,10,2100958705.8823528,12850756116.523327,-0.14714766109762087,-0.14743703730849111,-0.16051643516414663,50,50,49.85256296269151,49.83948356483585,49.84602326376368,-0.44998623074299343,0.4363710817928487,49.550013769257006,50.43637108179285,49.993192425524924
137,160213.IB,340000000.0,12,2100958705.8823528,12850756116.523327,-0.1370315248313005,-0.1373010069496683,-0.15041109237514347,50,50,49.86269899305033,49.849588907624856,49.8561439503376,-0.021259756581919156,0.7339346004249246,49.97874024341808,50.733934600424924,50.3563374219215
138,190015.IB,350100000.0,11,2100958705.8823528,12850756116.523327,-0.1362455788598402,-0.13651351536025205,-0.15546376376964505,50,50,49.86348648463975,49.844536236230354,49.85401136043505,0.01204899256444123,0.5851528411088867,50.01204899256444,50.585152841108886,50.29860091683666
139,190016.IB,130000000.0,1,2100958705.8823528,12850756116.523327,-0.15337297572304878,-0.15367459445238207,-0.20599047771466097,50,50,49.84632540554762,49.794009522285336,49.820167463916476,-0.7138179071498084,-0.9026647520514927,49.28618209285019,49.09733524794851,49.19175867039935
140,190311.IB,130000000.0,3,2100958705.8823528,12850756116.523327,-0.15337297572304878,-0.15367459445238207,-0.1958851349256578,50,50,49.84632540554762,49.80411486507434,49.82522013531098,-0.7138179071498084,-0.6051012334194168,49.28618209285019,49.39489876658058,49.34054042971539
141,190401.IB,500000000.0,0,2100958705.8823528,12850756116.523327,-0.12458089558044463,-0.12482589266188635,-0.21104314910916255,50,50,49.87517410733811,49.788956850890834,49.832065479114476,0.5064035962317107,-1.0514465113675306,50.50640359623171,48.94855348863247,49.727478542432095
142,190404.IB,80000000.0,1,2100958705.8823528,12850756116.523327,-0.15726379736394122,-0.15757306766731394,-0.20599047771466097,50,50,49.842426932332685,49.794009522285336,49.81821822730901,-0.8787127049040677,-0.9026647520514927,49.12128729509593,49.09733524794851,49.109311271522216
143,200408.IB,120000000.0,3,2100958705.8823528,12850756116.523327,-0.15415114005122726,-0.15445428909536846,-0.1958851349256578,50,50,49.84554571090463,49.80411486507434,49.824830287989485,-0.7467968667006603,-0.6051012334194168,49.25320313329934,49.39489876658058,49.32405094993996
144,200219.IB,170000000.0,1,2100958705.8823528,12850756116.523327,-0.15026031841033483,-0.1505558158804366,-0.20599047771466097,50,50,49.84944418411956,49.794009522285336,49.82172685320245,-0.581902068946401,-0.9026647520514927,49.4180979310536,49.09733524794851,49.25771658950106
145,200012.IB,609800000.0,13,2100958705.8823528,12850756116.523327,-0.11603665125704482,-0.116264845481896,-0.14535842098064186,50,50,49.88373515451811,49.85464157901936,49.86918836676873,0.8685125721000643,0.8827163597409625,50.868512572100066,50.88271635974096,50.87561446592051
146,200007.IB,281000000.0,0,2100958705.8823528,12850756116.523327,-0.14162269436755356,-0.14190120534328787,-0.21104314910916255,50,50,49.85809879465671,49.788956850890834,49.82352782277377,-0.2158356179319452,-1.0514465113675306,49.784164382068056,48.94855348863247,49.36635893535026
147,2000004.IB,250000000.0,9,2100958705.8823528,12850756116.523327,-0.14403500378490688,-0.14431825873654563,-0.16556910655864823,50,50,49.85568174126345,49.83443089344135,49.8450563173524,-0.31807039253958597,0.2875893224768108,49.68192960746041,50.28758932247681,49.98475946496861
148,210409.IB,450000000.0,18,2100958705.8823528,12850756116.523327,-0.1284717172213371,-0.1287243658768182,-0.1200950640081339,50,50,49.87127563412318,49.87990493599187,49.87559028505753,0.3415087984774514,1.626625156321152,50.34150879847745,51.626625156321154,50.9840669773993
149,210316.IB,250000000.0,0,2100958705.8823528,12850756116.523327,-0.14403500378490688,-0.14431825873654563,-0.21104314910916255,50,50,49.85568174126345,49.788956850890834,49.82231929607714,-0.31807039253958597,-1.0514465113675306,49.68192960746041,48.94855348863247,49.315241548046444
150,210310.IB,170000000.0,2,2100958705.8823528,12850756116.523327,-0.15026031841033483,-0.1505558158804366,-0.20093780632015937,50,50,49.84944418411956,49.79906219367984,49.824253188899704,-0.581902068946401,-0.7538829927354548,49.4180979310536,49.246117007264544,49.33210746915907
151,210220.IB,210000000.0,0,2100958705.8823528,12850756116.523327,-0.14714766109762087,-0.14743703730849111,-0.21104314910916255,50,50,49.85256296269151,49.788956850890834,49.82075990679117,-0.44998623074299343,-1.0514465113675306,49.550013769257006,48.94855348863247,49.24928362894474
152,210204.IB,40000000.0,8,2100958705.8823528,12850756116.523327,-0.1603764546766552,-0.16069184623925942,-0.1706217779531498,50,50,49.83930815376074,49.82937822204685,49.8343431879038,-1.0106285431074753,0.13880756316077286,48.98937145689253,50.138807563160775,49.56408951002665
153,210015.IB,780000000.0,9,2100958705.8823528,12850756116.523327,-0.10279229439144691,-0.10299444265826796,-0.16556910655864823,50,50,49.897005557341735,49.83443089344135,49.86571822539155,1.429814463655563,0.2875893224768108,51.42981446365556,50.28758932247681,50.85870189306618
154,210004.IB,490100000.0,3,2100958705.8823528,12850756116.523327,-0.12535127826534134,-0.12559779035844285,-0.1958851349256578,50,50,49.87440220964156,49.80411486507434,49.83925853735795,0.4737544262763674,-0.6051012334194168,50.473754426276365,49.39489876658058,49.93432659642848
155,180206.IB,120000000.0,7,2100958705.8823528,12850756116.523327,-0.15415114005122726,-0.15445428909536846,-0.17567444934765142,50,50,49.84554571090463,49.82432555065235,49.83493563077849,-0.7467968667006603,-0.00997419615526507,49.25320313329934,49.99002580384474,49.621614468572034
156,180217.IB,180000000.0,4,2100958705.8823528,12850756116.523327,-0.14948215408215632,-0.1497761212374502,-0.19083246353115618,50,50,49.85022387876255,49.80916753646884,49.8296957076157,-0.5489231093955491,-0.45631947410337886,49.45107689060445,49.54368052589662,49.49737870825054
157,180310.IB,107000000.0,2,2100958705.8823528,12850756116.523327,-0.1551627536778593,-0.15546789213125073,-0.20093780632015937,50,50,49.84453210786875,49.79906219367984,49.821797150774294,-0.7896695141167677,-0.7538829927354548,49.21033048588323,49.246117007264544,49.22822374657389
158,180321.IB,400000000.0,1,2100958705.8823528,12850756116.523327,-0.13236253886222954,-0.13262283909175007,-0.20599047771466097,50,50,49.86737716090825,49.794009522285336,49.83069334159679,0.17661400072319206,-0.9026647520514927,50.17661400072319,49.09733524794851,49.63697462433585
159,229974.IB,660000000.0,6,2100958705.8823528,12850756116.523327,-0.11213026632958879,-0.11235077837410441,-0.180727120742153,50,50,49.88764922162589,49.819272879257845,49.853461050441865,1.0340669490453407,-0.158755955471303,51.03406694904534,49.8412440445287,50.437655496787016
160,220204.IB,30000000.0,0,2100958705.8823528,12850756116.523327,-0.1611546190048337,-0.16147154088224577,-0.21104314910916255,50,50,49.838528459117754,49.788956850890834,49.81374265500429,-1.0436075026583271,-1.0514465113675306,48.956392497341675,48.94855348863247,48.95247299298707
161,220302.IB,520000000.0,9,2100958705.8823528,12850756116.523327,-0.12302456692408766,-0.1232665033759136,-0.16556910655864823,50,50,49.876733496624084,49.83443089344135,49.85558219503272,0.5723615153334145,0.2875893224768108,50.57236151533341,50.28758932247681,50.429975418905116
162,220405.IB,350000000.0,0,2100958705.8823528,12850756116.523327,-0.136253360503122,-0.1365213123066819,-0.21104314910916255,50,50,49.863478687693316,49.788956850890834,49.82621776929207,0.011719202968932712,-1.0514465113675306,50.01171920296893,48.94855348863247,49.4801363458007
163,220014.IB,70000000.0,0,2100958705.8823528,12850756116.523327,-0.15804196169211973,-0.1583527623103003,-0.21104314910916255,50,50,49.8416472376897,49.788956850890834,49.81530204429026,-0.9116916644549197,-1.0514465113675306,49.08830833554508,48.94855348863247,49.018430912088775
164,220007.IB,201930000.0,5,2100958705.8823528,12850756116.523327,-0.1477756397104609,-0.1480662508853811,-0.1857797921366546,50,50,49.85193374911462,49.81422020786334,49.83307697848898,-0.4766002511005309,-0.30753771478734093,49.52339974889947,49.692462285212656,49.60793101705606
165,239904.IB,460000000.0,1,2100958705.8823528,12850756116.523327,-0.1276935528931586,-0.12794467123383182,-0.20599047771466097,50,50,49.872055328766166,49.794009522285336,49.83303242552575,0.37448775802830325,-0.9026647520514927,50.3744877580283,49.09733524794851,49.7359115029884
166,2303663.IB,380000000.0,10,2100958705.8823528,12850756116.523327,-0.13391886751858653,-0.1341822283777228,-0.16051643516414663,50,50,49.865817771622275,49.83948356483585,49.85265066822906,0.11065608162148832,0.4363710817928487,50.110656081621485,50.43637108179285,50.273513581707164
167,190013.IB,420000000.0,6,2100958705.8823528,12850756116.523327,-0.13080621020587255,-0.1310634498057773,-0.180727120742153,50,50,49.86893655019422,49.819272879257845,49.84410471472603,0.2425719198248958,-0.158755955471303,50.2425719198249,49.8412440445287,50.041907982176795
168,190209.IB,150000000.0,13,2100958705.8823528,12850756116.523327,-0.1518166470666918,-0.15211520516640933,-0.14535842098064186,50,50,49.84788479483359,49.85464157901936,49.851263186926474,-0.6478599880481046,0.8827163597409625,49.352140011951896,50.88271635974096,50.11742818584643
169,190010.IB,200590000.0,2,2100958705.8823528,12850756116.523327,-0.14787991373043682,-0.14817072996754127,-0.20093780632015937,50,50,49.85182927003246,49.79906219367984,49.82544573185615,-0.48101943168034506,-0.7538829927354548,49.518980568319655,49.246117007264544,49.3825487877921
170,190007.IB,420000000.0,7,2100958705.8823528,12850756116.523327,-0.13080621020587255,-0.1310634498057773,-0.17567444934765142,50,50,49.86893655019422,49.82432555065235,49.846631050423284,0.2425719198248958,-0.00997419615526507,50.2425719198249,49.99002580384474,50.11629886183482
171,160014.IB,1100000000.0,0,2100958705.8823528,12850756116.523327,-0.07789103588973521,-0.0780442140827041,-0.21104314910916255,50,50,49.9219557859173,49.788956850890834,49.855456318404066,2.485141169282823,-1.0514465113675306,52.48514116928283,48.94855348863247,50.71684732895765
172,130011.IB,1370000000.0,0,2100958705.8823528,12850756116.523327,-0.05688059902891598,-0.05699245872207208,-0.21104314910916255,70,50,69.94300754127792,49.788956850890834,59.865982196084374,-0.5214980468631316,-1.0514465113675306,69.47850195313687,48.94855348863247,59.21352772088467
173,150319.IB,40000000.0,7,2100958705.8823528,12850756116.523327,-0.1603764546766552,-0.16069184623925942,-0.17567444934765142,50,50,49.83930815376074,49.82432555065235,49.83181685220654,-1.0106285431074753,-0.00997419615526507,48.98937145689253,49.99002580384474,49.489698630368636
174,180027.IB,87370000.0,3,2100958705.8823528,12850756116.523327,-0.1566902902540737,-0.15699843271543298,-0.1958851349256578,50,50,49.84300156728457,49.80411486507434,49.82355821617945,-0.8544072117150899,-0.6051012334194168,49.14559278828491,49.39489876658058,49.27024577743275
175,180028.IB,470000000.0,10,2100958705.8823528,12850756116.523327,-0.1269153885649801,-0.12716497659084547,-0.16051643516414663,50,50,49.87283502340915,49.83948356483585,49.856159294122506,0.40746671757915515,0.4363710817928487,50.407466717579155,50.43637108179285,50.421918899686005
176,180408.IB,450000000.0,9,2100958705.8823528,12850756116.523327,-0.1284717172213371,-0.1287243658768182,-0.16556910655864823,50,50,49.87127563412318,49.83443089344135,49.852853263782265,0.3415087984774514,0.2875893224768108,50.34150879847745,50.28758932247681,50.314549060477134
177,210313.IB,316000000.0,3,2100958705.8823528,12850756116.523327,-0.13889911921892886,-0.13917227409283559,-0.1958851349256578,50,50,49.860827725907164,49.80411486507434,49.83247129549075,-0.10040925950396365,-0.6051012334194168,49.89959074049604,49.39489876658058,49.64724475353831
178,220018.IB,220400000.0,6,2100958705.8823528,12850756116.523327,-0.14633837019631524,-0.14662615487978528,-0.180727120742153,50,50,49.85337384512022,49.819272879257845,49.836323362189034,-0.41568811281010754,-0.158755955471303,49.58431188718989,49.8412440445287,49.712777965859296
179,220217.IB,160000000.0,7,2100958705.8823528,12850756116.523327,-0.1510384827385133,-0.15133551052342295,-0.17567444934765142,50,50,49.848664489476576,49.82432555065235,49.83649502006446,-0.6148810284972528,-0.00997419615526507,49.38511897150275,49.99002580384474,49.68757238767374
180,229957.IB,350000000.0,4,2100958705.8823528,12850756116.523327,-0.136253360503122,-0.1365213123066819,-0.19083246353115618,50,50,49.863478687693316,49.80916753646884,49.836323112081075,0.011719202968932712,-0.45631947410337886,50.01171920296893,49.54368052589662,49.777699864432776
181,229976.IB,550000000.0,13,2100958705.8823528,12850756116.523327,-0.12069007393955218,-0.1209274194469545,-0.14535842098064186,50,50,49.87907258055304,49.85464157901936,49.8668570797862,0.6712983939859701,0.8827163597409625,50.67129839398597,50.88271635974096,50.777007376863466
182,229966.IB,90000000.0,4,2100958705.8823528,12850756116.523327,-0.15648563303576274,-0.15679337302432755,-0.19083246353115618,50,50,49.84320662697567,49.80916753646884,49.82618708172225,-0.8457337453532159,-0.45631947410337886,49.154266254646785,49.54368052589662,49.3489733902717
183,220305.IB,480000000.0,1,2100958705.8823528,12850756116.523327,-0.12613722423680163,-0.12638528194785908,-0.20599047771466097,50,50,49.87361471805214,49.794009522285336,49.83381212016874,0.440445677130007,-0.9026647520514927,50.44044567713001,49.09733524794851,49.76889046253926
184,220403.IB,176500000.0,4,2100958705.8823528,12850756116.523327,-0.1497545115970188,-0.15004901436249546,-0.19083246353115618,50,50,49.849950985637506,49.80916753646884,49.82955926105318,-0.5604657452383472,-0.45631947410337886,49.439534254761654,49.54368052589662,49.491607390329136
185,220313.IB,80000000.0,6,2100958705.8823528,12850756116.523327,-0.15726379736394122,-0.15757306766731394,-0.180727120742153,50,50,49.842426932332685,49.819272879257845,49.83084990579526,-0.8787127049040677,-0.158755955471303,49.12128729509593,49.8412440445287,49.481265669812316
186,220312.IB,140000000.0,28,2100958705.8823528,12850756116.523327,-0.1525948113948703,-0.15289489980939572,-0.06956835006311798,50,70,49.8471051001906,69.93043164993688,59.88876837506374,-0.6808389475989566,-1.0262525815449985,49.31916105240104,68.973747418455,59.146454235428024
187,210403.IB,180000000.0,10,2100958705.8823528,12850756116.523327,-0.14948215408215632,-0.1497761212374502,-0.16051643516414663,50,50,49.85022387876255,49.83948356483585,49.8448537217992,-0.5489231093955491,0.4363710817928487,49.45107689060445,50.43637108179285,49.94372398619865
188,200005.IB,256340000.0,3,2100958705.8823528,12850756116.523327,-0.14354164760084173,-0.14382393233289226,-0.1958851349256578,50,50,49.85617606766711,49.80411486507434,49.83014546637072,-0.2971617321843459,-0.6051012334194168,49.70283826781566,49.39489876658058,49.548868517198116
189,092218003.IB,539000000.0,5,2100958705.8823528,12850756116.523327,-0.12154605470054852,-0.1217850835542395,-0.1857797921366546,50,50,49.87821491644576,49.81422020786334,49.84621756215455,0.6350215384800331,-0.30753771478734093,50.63502153848003,49.692462285212656,50.163741911846344
190,200004.IB,302200000.0,19,2100958705.8823528,12850756116.523327,-0.13997298599181518,-0.14024825270015676,-0.1150423926136323,50,50,49.859751747299846,49.88495760738637,49.87235467734311,-0.14592022368413923,1.77540691563719,49.854079776315864,51.77540691563719,50.814743345976524
191,092118004.IB,155000000.0,0,2100958705.8823528,12850756116.523327,-0.15142756490260256,-0.15172535784491614,-0.21104314910916255,50,50,49.84827464215508,49.788956850890834,49.81861574652296,-0.6313705082726787,-1.0514465113675306,49.36862949172732,48.94855348863247,49.158591490179894
192,200008.IB,269000000.0,18,2100958705.8823528,12850756116.523327,-0.14255649156136777,-0.1428368389148715,-0.1200950640081339,50,50,49.857163161085126,49.87990493599187,49.86853404853849,-0.2554103693929674,1.626625156321152,49.74458963060703,51.626625156321154,50.685607393464096
193,200315.IB,200000000.0,7,2100958705.8823528,12850756116.523327,-0.14792582542579935,-0.14821673195147747,-0.17567444934765142,50,50,49.85178326804852,49.82432555065235,49.838054409350434,-0.4829651902938453,-0.00997419615526507,49.51703480970615,49.99002580384474,49.753530306775446
194,200205.IB,250000000.0,6,2100958705.8823528,12850756116.523327,-0.14403500378490688,-0.14431825873654563,-0.180727120742153,50,50,49.85568174126345,49.819272879257845,49.83747731026065,-0.31807039253958597,-0.158755955471303,49.68192960746041,49.8412440445287,49.761586825994556
195,200405.IB,40000000.0,5,2100958705.8823528,12850756116.523327,-0.1603764546766552,-0.16069184623925942,-0.1857797921366546,50,50,49.83930815376074,49.81422020786334,49.82676418081204,-1.0106285431074753,-0.30753771478734093,48.98937145689253,49.692462285212656,49.34091687105259
196,092118003.IB,103000000.0,4,2100958705.8823528,12850756116.523327,-0.1554740194091307,-0.15577976998844528,-0.19083246353115618,50,50,49.84422023001156,49.80916753646884,49.826693883240196,-0.8028610979371085,-0.45631947410337886,49.19713890206289,49.54368052589662,49.370409713979754
197,092118002.IB,207000000.0,3,2100958705.8823528,12850756116.523327,-0.1473811103960744,-0.14767094570138703,-0.1958851349256578,50,50,49.852329054298615,49.80411486507434,49.82822195968647,-0.459879918608249,-0.6051012334194168,49.54012008139175,49.39489876658058,49.467509423986165
198,190310.IB,550500000.0,2,2100958705.8823528,12850756116.523327,-0.12065116572314326,-0.12088843471480518,-0.20093780632015937,50,50,49.87911156528519,49.79906219367984,49.839086879482515,0.6729473419635127,-0.7538829927354548,50.672947341963514,49.246117007264544,49.959532174614026
199,2000003.IB,50000000.0,3,2100958705.8823528,12850756116.523327,-0.1595982903484767,-0.15991215159627303,-0.1958851349256578,50,50,49.840087848403726,49.80411486507434,49.82210135673903,-0.9776495835566233,-0.6051012334194168,49.02235041644337,49.39489876658058,49.20862459151198
200,229975.IB,100000000.0,3,2100958705.8823528,12850756116.523327,-0.15570746870758426,-0.1560136783813412,-0.1958851349256578,50,50,49.84398632161866,49.80411486507434,49.8240505933465,-0.812754785802364,-0.6051012334194168,49.18724521419764,49.39489876658058,49.29107199038911
201,229971.IB,550000000.0,7,2100958705.8823528,12850756116.523327,-0.12069007393955218,-0.1209274194469545,-0.17567444934765142,50,50,49.87907258055304,49.82432555065235,49.851699065602695,0.6712983939859701,-0.00997419615526507,50.67129839398597,49.99002580384474,50.330662098915354
202,239901.IB,240000000.0,4,2100958705.8823528,12850756116.523327,-0.1448131681130854,-0.145097953379532,-0.19083246353115618,50,50,49.85490204662047,49.80916753646884,49.83203479154466,-0.35104935209043786,-0.45631947410337886,49.648950647909565,49.54368052589662,49.59631558690309
